구_x,동,전용면적,층,추정월세,업종,구_y,추정매출
강남구,도곡동,60,1,278.3392127548315,슈퍼마켓,강남구,562.1388888888888
강남구,도곡동,60,1,278.3392127548315,음식점,강남구,739.280769230769
강남구,도곡동,60,1,278.3392127548315,카페,강남구,834.5327586206894
강남구,역삼동,60,1,279.5621321777288,슈퍼마켓,강남구,1210.4460122699386
강남구,역삼동,60,1,279.5621321777288,음식점,강남구,894.2173913043478
강남구,역삼동,60,1,279.5621321777288,카페,강남구,619.3754448398577
강남구,역삼동,60,1,279.5621321777288,학원,강남구,1168.5181818181818
송파구,삼전동,60,1,280.33450848747765,슈퍼마켓,송파구,2228.3624999999997
송파구,삼전동,60,1,280.33450848747765,음식점,송파구,753.1474999999999
송파구,삼전동,60,1,280.33450848747765,카페,송파구,376.1413793103448
송파구,삼전동,60,1,280.33450848747765,학원,송파구,755.3089743589743
송파구,석촌동,60,1,286.7377184058536,슈퍼마켓,송파구,725.3265060240964
송파구,석촌동,60,1,286.7377184058536,음식점,송파구,650.1775
송파구,석촌동,60,1,286.7377184058536,카페,송파구,213.27764705882353
송파구,석촌동,60,1,286.7377184058536,학원,송파구,649.6323076923078
송파구,잠실동,60,1,299.61205846458915,슈퍼마켓,송파구,1340.8054545454547
송파구,잠실동,60,1,299.61205846458915,음식점,송파구,798.931067961165
송파구,잠실동,60,1,299.61205846458915,카페,송파구,708.3134831460674
송파구,잠실동,60,1,299.61205846458915,학원,송파구,951.6062499999999
송파구,송파동,60,1,300.4655270613565,슈퍼마켓,송파구,1248.4753623188406
송파구,송파동,60,1,300.4655270613565,음식점,송파구,724.7658227848101
송파구,송파동,60,1,300.4655270613565,카페,송파구,448.33906249999995
송파구,송파동,60,1,300.4655270613565,학원,송파구,503.3459016393442
강남구,일원동,60,1,313.3155883332281,슈퍼마켓,강남구,728.7349999999999
강남구,일원동,60,1,313.3155883332281,음식점,강남구,727.405
강남구,일원동,60,1,313.3155883332281,카페,강남구,265.15999999999997
강남구,일원동,60,1,313.3155883332281,학원,강남구,413.03499999999997
강남구,논현동,60,1,339.5421181731754,슈퍼마켓,강남구,1124.5146067415728
강남구,논현동,60,1,339.5421181731754,음식점,강남구,968.9127340823969
강남구,논현동,60,1,339.5421181731754,카페,강남구,512.209090909091
강남구,논현동,60,1,339.5421181731754,학원,강남구,641.525352112676
강남구,청담동,60,1,344.1428313771737,슈퍼마켓,강남구,1266.3999999999999
강남구,청담동,60,1,344.1428313771737,음식점,강남구,1308.2023255813954
강남구,청담동,60,1,344.1428313771737,카페,강남구,576.6678321678321
강남구,청담동,60,1,344.1428313771737,학원,강남구,626.2958333333333
강남구,신사동,60,1,351.2327803846488,슈퍼마켓,강남구,1041.215
강남구,신사동,60,1,351.2327803846488,음식점,강남구,875.861
강남구,신사동,60,1,351.2327803846488,카페,강남구,740.5059701492537
강남구,신사동,60,1,351.2327803846488,학원,강남구,1219.365
강남구,삼성동,60,1,358.19910274122856,슈퍼마켓,강남구,1296.8031999999998
강남구,삼성동,60,1,358.19910274122856,음식점,강남구,1025.9704918032787
강남구,삼성동,60,1,358.19910274122856,카페,강남구,786.536
강남구,삼성동,60,1,358.19910274122856,학원,강남구,654.8868421052631
