구_x,동,전용면적,층,추정월세,업종,구_y,추정매출
서대문구,북가좌동,60,1,232.62753449230087,학원,서대문구,465.1830188679245
서대문구,남가좌동,60,1,239.26992905577143,슈퍼마켓,서대문구,1211.4720930232559
서대문구,남가좌동,60,1,239.26992905577143,음식점,서대문구,465.21999999999997
서대문구,남가좌동,60,1,239.26992905577143,카페,서대문구,249.75555555555553
서대문구,남가좌동,60,1,239.26992905577143,학원,서대문구,721.34406779661
서대문구,북아현동,60,1,241.6622126777888,슈퍼마켓,서대문구,788.4177777777777
서대문구,북아현동,60,1,241.6622126777888,음식점,서대문구,709.9749999999999
서대문구,북아현동,60,1,241.6622126777888,카페,서대문구,169.09999999999997
서대문구,북아현동,60,1,241.6622126777888,학원,서대문구,623.9799999999999
광진구,자양동,60,1,243.62213006424284,슈퍼마켓,광진구,775.7514619883042
광진구,자양동,60,1,243.62213006424284,음식점,광진구,445.4219512195122
광진구,자양동,60,1,243.62213006424284,카페,광진구,359.7077519379845
광진구,자양동,60,1,243.62213006424284,학원,광진구,617.8005780346821
송파구,문정동,60,1,245.68794126831008,슈퍼마켓,송파구,1183.2607843137253
송파구,문정동,60,1,245.68794126831008,음식점,송파구,928.8124999999999
송파구,문정동,60,1,245.68794126831008,카페,송파구,381.50660377358486
송파구,문정동,60,1,245.68794126831008,학원,송파구,523.2090909090908
송파구,장지동,60,1,259.84803613914573,슈퍼마켓,송파구,412.125
송파구,장지동,60,1,259.84803613914573,음식점,송파구,730.9283333333333
송파구,장지동,60,1,259.84803613914573,카페,송파구,204.83272727272725
송파구,장지동,60,1,259.84803613914573,학원,송파구,413.36
송파구,마천동,60,1,260.47474098249387,슈퍼마켓,송파구,988.7733333333332
송파구,마천동,60,1,260.47474098249387,음식점,송파구,312.6367521367522
송파구,마천동,60,1,260.47474098249387,카페,송파구,187.725
송파구,마천동,60,1,260.47474098249387,학원,송파구,227.0969696969697
강남구,개포동,60,1,260.54045959643264,슈퍼마켓,강남구,363.125
강남구,개포동,60,1,260.54045959643264,음식점,강남구,691.7950000000001
강남구,개포동,60,1,260.54045959643264,카페,강남구,348.6552631578947
강남구,개포동,60,1,260.54045959643264,학원,강남구,760.3137499999999
광진구,능동,60,1,267.0227407992131,슈퍼마켓,광진구,2300.6666666666665
광진구,능동,60,1,267.0227407992131,음식점,광진구,934.8585365853658
광진구,능동,60,1,267.0227407992131,카페,광진구,432.30833333333334
광진구,능동,60,1,267.0227407992131,학원,광진구,465.2148148148148
서대문구,연희동,60,1,267.9872259166545,슈퍼마켓,서대문구,904.2833333333332
서대문구,연희동,60,1,267.9872259166545,음식점,서대문구,848.8191082802548
서대문구,연희동,60,1,267.9872259166545,카페,서대문구,383.9779141104294
서대문구,연희동,60,1,267.9872259166545,학원,서대문구,496.2637931034482
강남구,세곡동,60,1,270.8000377739227,슈퍼마켓,강남구,1695.696153846154
강남구,세곡동,60,1,270.8000377739227,음식점,강남구,885.5629213483146
강남구,세곡동,60,1,270.8000377739227,카페,강남구,584.1356164383561
강남구,세곡동,60,1,270.8000377739227,학원,강남구,1203.5592592592593
광진구,화양동,60,1,271.05212103776887,슈퍼마켓,광진구,944.5636363636365
